ネグロイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
カポイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ピグミー,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
コンゴイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
コーカソイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
北方人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
東ヨーロッパ人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
アルプス人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ディナール人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
地中海人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
南東人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
アルメノイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
イラン・アフガン人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
モンゴロイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
北方系古モンゴロイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
アイノイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
南方系古モンゴロイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
インドシナ人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
新モンゴロイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
北部モンゴロイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
中部モンゴロイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
南部モンゴロイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
旧アジア人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
エスキモー,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
アメリンド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
オーストラロイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ヴェッドイド,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ネグリト,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
パプア・メラネシアン,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
アボリジニ,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
混血,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ユーラシアン,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ツラン人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ウラル人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
インドネシア・マレー人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
メスティーソ,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
エチオピア人種,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ムラート,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
日系,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
在日,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
朝鮮系,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
和人,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
アイヌ,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
琉球民族,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ウチナーンチュ,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ウチナンチュ,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
韓国民族,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
朝鮮民族,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
中国民族,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
華僑,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
華人,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
アフリカ先住民,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
アフリカ系アメリカ人,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ベトナム系,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
フィリピン系,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ユダヤ人,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ロマ,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
ジプシー,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
部落,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
非嫡出子,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
捨て子,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
連れ子,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
養子,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
腹違い,,,10000,名詞,一般,*,*,*,*,*,*,*,race_ethnic_generation_202412
